customer_id,customer_status_id,last_name,email,phone_number,Street,City,State,Zipcode
121,5,Philip,jphilip121@customer.com,555-339-7509,456 Elm St, Anytown, CA,48876
122,5,Diana,jdiana122@customer.com,555-070-1501,456 Elm St, Anytown, CA,65337
123,4,Roger,jroger123@customer.com,555-444-2605,456 Elm St, Anytown, CA,79444
124,3,Natalie,jnatalie124@customer.com,555-319-2506,456 Elm St, Anytown, CA,31209
125,1,Benjamin,jbenjamin125@customer.com,555-178-8725,456 Elm St, Anytown, CA,78553
126,4,Virginia,jvirginia126@customer.com,555-431-4266,456 Elm St, Anytown, CA,46626
127,1,Bruce,jbruce127@customer.com,555-323-4976,456 Elm St, Anytown, CA,79817
128,4,Madison,jmadison128@customer.com,555-474-2356,456 Elm St, Anytown, CA,74009
129,3,Adam,jadam129@customer.com,555-571-7958,456 Elm St, Anytown, CA,62078
130,4,Abigail,jabigail130@customer.com,555-280-3143,456 Elm St, Anytown, CA,23564
131,3,Gerald,jgerald131@customer.com,555-058-3126,456 Elm St, Anytown, CA,46168
132,1,Lauren,jlauren132@customer.com,555-441-1188,456 Elm St, Anytown, CA,78396
133,3,Keith,jkeith133@customer.com,555-442-0919,456 Elm St, Anytown, CA,30135
134,4,Isabella,jisabella134@customer.com,555-900-1589,456 Elm St, Anytown, CA,67563
135,3,Terry,jterry135@customer.com,555-413-2163,456 Elm St, Anytown, CA,94524
136,4,Jane,jjane136@customer.com,555-846-8345,456 Elm St, Anytown, CA,56468
137,1,Wayne,jwayne137@customer.com,555-353-9915,456 Elm St, Anytown, CA,80840
138,2,Amy,jamy138@customer.com,555-160-3892,456 Elm St, Anytown, CA,61494
139,5,Ralph,jralph139@customer.com,555-681-3743,456 Elm St, Anytown, CA,92119
140,2,Cynthia,jcynthia140@customer.com,555-183-9906,456 Elm St, Anytown, CA,41543
141,5,Smith,jsmith141@customer.com,555-995-3189,789 Oak Ave, Metropolis, NY,59336
142,5,Johnson,jjohnson142@customer.com,555-683-8596,789 Oak Ave, Metropolis, NY,54720
143,5,Williams,jwilliams143@customer.com,555-301-7628,789 Oak Ave, Metropolis, NY,82643
144,2,Brown,jbrown144@customer.com,555-263-7178,789 Oak Ave, Metropolis, NY,73859
145,3,Jones,jjones145@customer.com,555-598-8745,789 Oak Ave, Metropolis, NY,93992
146,3,Garcia,jgarcia146@customer.com,555-100-8110,789 Oak Ave, Metropolis, NY,40103
147,4,Miller,jmiller147@customer.com,555-893-7928,789 Oak Ave, Metropolis, NY,70927
148,2,Davis,jdavis148@customer.com,555-569-7124,789 Oak Ave, Metropolis, NY,16100
149,1,Rodriguez,jrodriguez149@customer.com,555-945-0275,789 Oak Ave, Metropolis, NY,60371
150,3,Martinez,jmartinez150@customer.com,555-777-9703,789 Oak Ave, Metropolis, NY,47818
151,5,Hernandez,jhernandez151@customer.com,555-321-5886,789 Oak Ave, Metropolis, NY,49018
152,3,Lopez,jlopez152@customer.com,555-333-8010,789 Oak Ave, Metropolis, NY,39220
153,4,Gonzalez,jgonzalez153@customer.com,555-253-2533,789 Oak Ave, Metropolis, NY,25861
154,1,Wilson,jwilson154@customer.com,555-464-3443,789 Oak Ave, Metropolis, NY,57154
155,1,Anderson,janderson155@customer.com,555-000-4083,789 Oak Ave, Metropolis, NY,15397
156,4,Thomas,jthomas156@customer.com,555-298-8868,789 Oak Ave, Metropolis, NY,81663
157,3,Taylor,jtaylor157@customer.com,555-281-6235,789 Oak Ave, Metropolis, NY,62512
158,5,Moore,jmoore158@customer.com,555-727-4081,789 Oak Ave, Metropolis, NY,40195
159,4,Jackson,jjackson159@customer.com,555-643-3555,789 Oak Ave, Metropolis, NY,31823
160,1,Martin,jmartin160@customer.com,555-470-7968,789 Oak Ave, Metropolis, NY,63706
161,2,Peter,jpeter161@customer.com,555-650-0132,789 Oak Ave, Metropolis, NY,78189
162,3,Victoria,jvictoria162@customer.com,555-621-0144,789 Oak Ave, Metropolis, NY,43363
163,1,Raymond,jraymond163@customer.com,555-662-2216,789 Oak Ave, Metropolis, NY,39498
164,1,Julia,jjulia164@customer.com,555-971-6139,789 Oak Ave, Metropolis, NY,98737
165,5,Scott,jscott165@customer.com,555-647-2295,789 Oak Ave, Metropolis, NY,80473
166,1,Grace,jgrace166@customer.com,555-031-4712,789 Oak Ave, Metropolis, NY,52919
167,4,Dennis,jdennis167@customer.com,555-417-0519,789 Oak Ave, Metropolis, NY,76757
168,3,Evelyn,jevelyn168@customer.com,555-218-4436,789 Oak Ave, Metropolis, NY,16673
169,2,Gregory,jgregory169@customer.com,555-464-1444,789 Oak Ave, Metropolis, NY,50101
170,2,Anna,janna170@customer.com,555-754-5749,789 Oak Ave, Metropolis, NY,65161
171,4,Walter,jwalter171@customer.com,555-382-6101,789 Oak Ave, Metropolis, NY,25236
172,4,Rose,jrose172@customer.com,555-885-7218,789 Oak Ave, Metropolis, NY,54093
173,2,Patrick,jpatrick173@customer.com,555-759-7585,789 Oak Ave, Metropolis, NY,48787
174,3,Judith,jjudith174@customer.com,555-460-8635,789 Oak Ave, Metropolis, NY,72575
175,2,Henry,jhenry175@customer.com,555-281-7956,789 Oak Ave, Metropolis, NY,23880
176,2,Christina,jchristina176@customer.com,555-954-8014,789 Oak Ave, Metropolis, NY,58801
177,3,Douglas,jdouglas177@customer.com,555-013-9938,789 Oak Ave, Metropolis, NY,23455
178,4,Maria,jmaria178@customer.com,555-754-8049,789 Oak Ave, Metropolis, NY,44713
179,3,Harold,jharold179@customer.com,555-166-8169,789 Oak Ave, Metropolis, NY,49614
180,5,Nicole,jnicole180@customer.com,555-470-9939,789 Oak Ave, Metropolis, NY,95719
181,2,Alexander,jalexander181@customer.com,555-447-3027,789 Oak Ave, Metropolis, NY,72151
182,2,Megan,jmegan182@customer.com,555-781-4754,789 Oak Ave, Metropolis, NY,14248
183,2,Samuel,jsamuel183@customer.com,555-317-5941,789 Oak Ave, Metropolis, NY,96647
184,4,Dorothy,jdorothy184@customer.com,555-662-1153,789 Oak Ave, Metropolis, NY,36564
185,1,Frank,jfrank185@customer.com,555-566-8565,789 Oak Ave, Metropolis, NY,42452
186,2,Sophia,jsophia186@customer.com,555-279-4054,789 Oak Ave, Metropolis, NY,62118
187,4,Lawrence,jlawrence187@customer.com,555-115-4903,789 Oak Ave, Metropolis, NY,39065
188,2,Alice,jalice188@customer.com,555-953-5382,789 Oak Ave, Metropolis, NY,47499
189,1,Arthur,jarthur189@customer.com,555-134-1665,789 Oak Ave, Metropolis, NY,34883
190,3,Ruth,jruth190@customer.com,555-701-4946,789 Oak Ave, Metropolis, NY,38876
191,1,Philip,jphilip191@customer.com,555-269-7350,789 Oak Ave, Metropolis, NY,22880
192,4,Diana,jdiana192@customer.com,555-897-6077,789 Oak Ave, Metropolis, NY,16042
193,4,Roger,jroger193@customer.com,555-559-9729,789 Oak Ave, Metropolis, NY,16706
194,2,Natalie,jnatalie194@customer.com,555-593-9086,789 Oak Ave, Metropolis, NY,30320
195,1,Benjamin,jbenjamin195@customer.com,555-904-7714,789 Oak Ave, Metropolis, NY,26261
196,4,Virginia,jvirginia196@customer.com,555-569-5310,789 Oak Ave, Metropolis, NY,31073
197,1,Bruce,jbruce197@customer.com,555-321-2212,789 Oak Ave, Metropolis, NY,32348
198,4,Madison,jmadison198@customer.com,555-863-3645,789 Oak Ave, Metropolis, NY,51415
199,3,Adam,jadam199@customer.com,555-304-9528,789 Oak Ave, Metropolis, NY,40682
200,3,Abigail,jabigail200@customer.com,555-218-2939,789 Oak Ave, Metropolis, NY,55734
201,5,Gerald,jgerald201@customer.com,555-995-3866,789 Oak Ave, Metropolis, NY,28982
202,5,Lauren,jlauren202@customer.com,555-823-9577,789 Oak Ave, Metropolis, NY,10086
203,1,Keith,jkeith203@customer.com,555-050-9791,789 Oak Ave, Metropolis, NY,92922
204,4,Isabella,jisabella204@customer.com,555-941-6642,789 Oak Ave, Metropolis, NY,49951
205,2,Terry,jterry205@customer.com,555-352-2121,789 Oak Ave, Metropolis, NY,97656
206,5,Jane,jjane206@customer.com,555-267-7458,789 Oak Ave, Metropolis, NY,22540
207,2,Wayne,jwayne207@customer.com,555-192-1725,789 Oak Ave, Metropolis, NY,14066
208,1,Amy,jamy208@customer.com,555-787-8986,789 Oak Ave, Metropolis, NY,50500
209,2,Ralph,jralph209@customer.com,555-464-2859,789 Oak Ave, Metropolis, NY,33435
210,1,Cynthia,jcynthia210@customer.com,555-588-9140,789 Oak Ave, Metropolis, NY,77411
211,4,Smith,jsmith211@customer.com,555-843-3776,101 Maple Dr, Smallville, KS,10263
212,2,Johnson,jjohnson212@customer.com,555-609-2126,101 Maple Dr, Smallville, KS,89188
213,4,Williams,jwilliams213@customer.com,555-573-0552,101 Maple Dr, Smallville, KS,84860
214,1,Brown,jbrown214@customer.com,555-599-3043,101 Maple Dr, Smallville, KS,97288
215,1,Jones,jjones215@customer.com,555-984-1538,101 Maple Dr, Smallville, KS,15867
216,2,Garcia,jgarcia216@customer.com,555-105-3410,101 Maple Dr, Smallville, KS,70127
217,3,Miller,jmiller217@customer.com,555-743-6304,101 Maple Dr, Smallville, KS,73998
218,1,Davis,jdavis218@customer.com,555-705-6880,101 Maple Dr, Smallville, KS,68829
219,1,Rodriguez,jrodriguez219@customer.com,555-550-8171,101 Maple Dr, Smallville, KS,10402
220,5,Martinez,jmartinez220@customer.com,555-837-3092,101 Maple Dr, Smallville, KS,99528
221,2,Hernandez,jhernandez221@customer.com,555-157-4477,101 Maple Dr, Smallville, KS,24743
222,1,Lopez,jlopez222@customer.com,555-598-8083,101 Maple Dr, Smallville, KS,80138
223,3,Gonzalez,jgonzalez223@customer.com,555-589-0115,101 Maple Dr, Smallville, KS,79211
224,2,Wilson,jwilson224@customer.com,555-556-2507,101 Maple Dr, Smallville, KS,53927
225,3,Anderson,janderson225@customer.com,555-991-5088,101 Maple Dr, Smallville, KS,13280
226,5,Thomas,jthomas226@customer.com,555-887-3650,101 Maple Dr, Smallville, KS,11959
227,4,Taylor,jtaylor227@customer.com,555-594-2967,101 Maple Dr, Smallville, KS,55736
228,5,Moore,jmoore228@customer.com,555-018-7226,101 Maple Dr, Smallville, KS,67635
229,3,Jackson,jjackson229@customer.com,555-274-2080,101 Maple Dr, Smallville, KS,84409
230,5,Martin,jmartin230@customer.com,555-609-1249,101 Maple Dr, Smallville, KS,63892
231,4,Peter,jpeter231@customer.com,555-359-8371,101 Maple Dr, Smallville, KS,50072
232,1,Victoria,jvictoria232@customer.com,555-303-3246,101 Maple Dr, Smallville, KS,10890
233,4,Raymond,jraymond233@customer.com,555-032-0580,101 Maple Dr, Smallville, KS,68061
234,3,Julia,jjulia234@customer.com,555-707-4155,101 Maple Dr, Smallville, KS,55739
235,5,Scott,jscott235@customer.com,555-227-3419,101 Maple Dr, Smallville, KS,59095
236,5,Grace,jgrace236@customer.com,555-997-7530,101 Maple Dr, Smallville, KS,13628
237,4,Dennis,jdennis237@customer.com,555-254-7906,101 Maple Dr, Smallville, KS,94307
238,2,Evelyn,jevelyn238@customer.com,555-567-8434,101 Maple Dr, Smallville, KS,93035
239,4,Gregory,jgregory239@customer.com,555-422-5497,101 Maple Dr, Smallville, KS,11292
240,1,Anna,janna240@customer.com,555-756-6417,101 Maple Dr, Smallville, KS,80373
241,1,Walter,jwalter241@customer.com,555-979-7757,101 Maple Dr, Smallville, KS,70609
242,5,Rose,jrose242@customer.com,555-842-8210,101 Maple Dr, Smallville, KS,84481
243,2,Patrick,jpatrick243@customer.com,555-276-8901,101 Maple Dr, Smallville, KS,72197
244,5,Judith,jjudith244@customer.com,555-171-7213,101 Maple Dr, Smallville, KS,81738
245,1,Henry,jhenry245@customer.com,555-229-1755,101 Maple Dr, Smallville, KS,24878
246,1,Christina,jchristina246@customer.com,555-407-1804,101 Maple Dr, Smallville, KS,45232
247,1,Douglas,jdouglas247@customer.com,555-387-2591,101 Maple Dr, Smallville, KS,76806
248,3,Maria,jmaria248@customer.com,555-751-8299,101 Maple Dr, Smallville, KS,54261
249,1,Harold,jharold249@customer.com,555-888-7864,101 Maple Dr, Smallville, KS,39258
250,3,Nicole,jnicole250@customer.com,555-118-2397,101 Maple Dr, Smallville, KS,99280
251,3,Alexander,jalexander251@customer.com,555-318-5686,101 Maple Dr, Smallville, KS,76518
252,4,Megan,jmegan252@customer.com,555-566-7217,101 Maple Dr, Smallville, KS,38006
253,1,Samuel,jsamuel253@customer.com,555-294-7638,101 Maple Dr, Smallville, KS,51684
254,2,Dorothy,jdorothy254@customer.com,555-502-0246,101 Maple Dr, Smallville, KS,89927
255,4,Frank,jfrank255@customer.com,555-412-1325,101 Maple Dr, Smallville, KS,91361
256,5,Sophia,jsophia256@customer.com,555-312-2601,101 Maple Dr, Smallville, KS,18556
257,4,Lawrence,jlawrence257@customer.com,555-773-4242,101 Maple Dr, Smallville, KS,86279
258,2,Alice,jalice258@customer.com,555-045-3011,101 Maple Dr, Smallville, KS,13669
259,2,Arthur,jarthur259@customer.com,555-221-5934,101 Maple Dr, Smallville, KS,69567
260,3,Ruth,jruth260@customer.com,555-499-8296,101 Maple Dr, Smallville, KS,48419
261,3,Philip,jphilip261@customer.com,555-382-8546,101 Maple Dr, Smallville, KS,58391
262,2,Diana,jdiana262@customer.com,555-769-9460,101 Maple Dr, Smallville, KS,77872
263,5,Roger,jroger263@customer.com,555-944-1595,101 Maple Dr, Smallville, KS,40984
264,1,Natalie,jnatalie264@customer.com,555-045-9821,101 Maple Dr, Smallville, KS,66958
265,4,Benjamin,jbenjamin265@customer.com,555-590-6935,101 Maple Dr, Smallville, KS,96500
266,3,Virginia,jvirginia266@customer.com,555-267-2881,101 Maple Dr, Smallville, KS,82757
267,2,Bruce,jbruce267@customer.com,555-309-4099,101 Maple Dr, Smallville, KS,96439
268,2,Madison,jmadison268@customer.com,555-420-0454,101 Maple Dr, Smallville, KS,28342
269,3,Adam,jadam269@customer.com,555-368-7747,101 Maple Dr, Smallville, KS,17895
270,3,Abigail,jabigail270@customer.com,555-629-4515,101 Maple Dr, Smallville, KS,27004
271,2,Gerald,jgerald271@customer.com,555-944-8747,101 Maple Dr, Smallville, KS,87874
272,1,Lauren,jlauren272@customer.com,555-191-8502,101 Maple Dr, Smallville, KS,22205
273,1,Keith,jkeith273@customer.com,555-997-4159,101 Maple Dr, Smallville, KS,33511
274,3,Isabella,jisabella274@customer.com,555-666-1405,101 Maple Dr, Smallville, KS,42649
275,2,Terry,jterry275@customer.com,555-940-5650,101 Maple Dr, Smallville, KS,65648
276,2,Jane,jjane276@customer.com,555-218-0917,101 Maple Dr, Smallville, KS,66787
277,3,Wayne,jwayne277@customer.com,555-229-6431,101 Maple Dr, Smallville, KS,65981
278,5,Amy,jamy278@customer.com,555-198-3270,101 Maple Dr, Smallville, KS,57647
279,3,Ralph,jralph279@customer.com,555-381-9619,101 Maple Dr, Smallville, KS,79627
280,3,Cynthia,jcynthia280@customer.com,555-077-8567,101 Maple Dr, Smallville, KS,74029
281,5,Smith,jsmith281@customer.com,555-329-4349,202 Pine Ln, Gotham, NJ,96457
282,5,Johnson,jjohnson282@customer.com,555-668-1031,202 Pine Ln, Gotham, NJ,33548
283,2,Williams,jwilliams283@customer.com,555-563-0368,202 Pine Ln, Gotham, NJ,68275
284,2,Brown,jbrown284@customer.com,555-272-4566,202 Pine Ln, Gotham, NJ,81253
285,3,Jones,jjones285@customer.com,555-664-2584,202 Pine Ln, Gotham, NJ,87031
286,3,Garcia,jgarcia286@customer.com,555-650-0813,202 Pine Ln, Gotham, NJ,50035
287,3,Miller,jmiller287@customer.com,555-822-1691,202 Pine Ln, Gotham, NJ,71353
288,4,Davis,jdavis288@customer.com,555-700-3962,202 Pine Ln, Gotham, NJ,13021
289,5,Rodriguez,jrodriguez289@customer.com,555-271-8133,202 Pine Ln, Gotham, NJ,72813
290,5,Martinez,jmartinez290@customer.com,555-279-9478,202 Pine Ln, Gotham, NJ,42715
291,2,Hernandez,jhernandez291@customer.com,555-485-0144,202 Pine Ln, Gotham, NJ,29998
292,2,Lopez,jlopez292@customer.com,555-633-0733,202 Pine Ln, Gotham, NJ,75006
293,2,Gonzalez,jgonzalez293@customer.com,555-076-5426,202 Pine Ln, Gotham, NJ,33901
294,1,Wilson,jwilson294@customer.com,555-027-2513,202 Pine Ln, Gotham, NJ,15817
295,5,Anderson,janderson295@customer.com,555-171-1717,202 Pine Ln, Gotham, NJ,11978
296,4,Thomas,jthomas296@customer.com,555-222-1572,202 Pine Ln, Gotham, NJ,12017
297,1,Taylor,jtaylor297@customer.com,555-554-7853,202 Pine Ln, Gotham, NJ,64979
298,2,Moore,jmoore298@customer.com,555-856-8354,202 Pine Ln, Gotham, NJ,70784
299,3,Jackson,jjackson299@customer.com,555-902-7531,202 Pine Ln, Gotham, NJ,85706
300,4,Martin,jmartin300@customer.com,555-832-7315,202 Pine Ln, Gotham, NJ,49686
301,2,Peter,jpeter301@customer.com,555-305-1979,202 Pine Ln, Gotham, NJ,54998
302,3,Victoria,jvictoria302@customer.com,555-740-0194,202 Pine Ln, Gotham, NJ,26203
